h_m_s,HQU
2019-04-04 09:30:00,0.0
2019-04-04 09:30:01,0.0
2019-04-04 09:30:02,0.0
2019-04-04 09:30:03,0.0
2019-04-04 09:30:04,0.0
2019-04-04 09:30:05,0.0
2019-04-04 09:30:06,0.0
2019-04-04 09:30:07,0.0
2019-04-04 09:30:08,0.0
2019-04-04 09:30:09,0.0
2019-04-04 09:30:10,1.0116962404125664
2019-04-04 09:30:11,0.6718448074789749
2019-04-04 09:30:12,0.4467398972720413
2019-04-04 09:30:13,0.2973147442036595
2019-04-04 09:30:14,0.19798298968737318
2019-04-04 09:30:15,0.13188803426429502
2019-04-04 09:30:16,0.08788069051660868
2019-04-04 09:30:17,0.05856729240848474
2019-04-04 09:30:18,0.039036051199666424
2019-04-04 09:30:19,0.026020119869525706
2019-04-04 09:30:20,0.017345007343041213
2019-04-04 09:30:21,0.011562565363793291
2019-04-04 09:30:22,0.007708033451946317
2019-04-04 09:30:23,0.005138536331633267
2019-04-04 09:30:24,0.0034256230527445154
2019-04-04 09:30:25,0.0022837185539308943
2019-04-04 09:30:26,0.0015224656371826046
2019-04-04 09:30:27,0.0010149711365329379
2019-04-04 09:30:28,0.0006766447777491131
2019-04-04 09:30:29,0.00045109534223766387
2019-04-04 09:30:30,0.0003007297053777169
2019-04-04 09:30:31,0.0002004862379054953
2019-04-04 09:30:32,0.00013365738867216696
2019-04-04 09:30:33,8.91048798860238e-05
2019-04-04 09:30:34,5.9403232859401886e-05
2019-04-04 09:30:35,3.960214617385209e-05
2019-04-04 09:30:36,2.640142675334774e-05
2019-04-04 09:30:37,1.7600949378134366e-05
2019-04-04 09:30:38,1.1733965456194545e-05
2019-04-04 09:30:39,7.822643283731944e-06
2019-04-04 09:30:40,5.2150953652741594e-06
2019-04-04 09:30:41,3.4767301736433086e-06
2019-04-04 09:30:42,2.31782008470763e-06
2019-04-04 09:30:43,1.5452133760030534e-06
2019-04-04 09:30:44,1.0301422445344653e-06
2019-04-04 09:30:45,6.867614936299828e-07
2019-04-04 09:30:46,4.578409945416208e-07
2019-04-04 09:30:47,3.0522732915588004e-07
2019-04-04 09:30:48,2.034848858645717e-07
2019-04-04 09:30:49,1.3565659047000408e-07
2019-04-04 09:30:50,9.043772693272403e-08
2019-04-04 09:30:51,6.029181793413661e-08
2019-04-04 09:30:52,4.019454528008541e-08
2019-04-04 09:30:53,2.6796363515906272e-08
2019-04-04 09:30:54,1.7864242342092776e-08
2019-04-04 09:30:55,1.1909494893908634e-08
2019-04-04 09:30:56,7.939663262241363e-09
2019-04-04 09:30:57,5.29310884133229e-09
2019-04-04 09:30:58,3.528739227482881e-09
2019-04-04 09:30:59,2.3524928182899304e-09
2019-04-04 09:31:00,1.5683285455124025e-09
2019-04-04 09:31:01,1.045552363668616e-09
2019-04-04 09:31:02,6.970349091096022e-10
2019-04-04 09:31:03,4.6468993940515324e-10
2019-04-04 09:31:04,3.097932929362141e-10
2019-04-04 09:31:05,2.0652886195722955e-10
2019-04-04 09:31:06,1.376859079713768e-10
2019-04-04 09:31:07,9.179060531420251e-11
2019-04-04 09:31:08,6.119373687611336e-11
2019-04-04 09:31:09,4.079582458406596e-11
2019-04-04 09:31:10,2.7197216389373032e-11
2019-04-04 09:31:11,1.8131477592913456e-11
2019-04-04 09:31:12,1.2087651728608127e-11
2019-04-04 09:31:13,8.058434485738377e-12
2019-04-04 09:31:14,5.372289657158752e-12
2019-04-04 09:31:15,3.581526438105761e-12
2019-04-04 09:31:16,2.387684292070475e-12
2019-04-04 09:31:17,1.5917895280469688e-12
2019-04-04 09:31:18,1.0611930186979728e-12
2019-04-04 09:31:19,7.074620124653124e-13
2019-04-04 09:31:20,4.716413416435404e-13
